"","gene","cluster","external_gene_name"
"3246","ENSMUSG00000038388",1,"Pals2"
"3247","ENSMUSG00000038415",1,"Foxq1"
"3248","ENSMUSG00000038416",1,"Cdc16"
"3249","ENSMUSG00000038418",1,"Egr1"
"3250","ENSMUSG00000038446",1,"Cdc40"
"3251","ENSMUSG00000038451",1,"Spsb2"
"3252","ENSMUSG00000038459",1,"Abhd17c"
"3253","ENSMUSG00000038462",1,"Uqcrfs1"
"3254","ENSMUSG00000038467",1,"Chmp4b"
"3255","ENSMUSG00000038482",1,"Tfdp1"
"3256","ENSMUSG00000038496",1,"Slc19a3"
"3257","ENSMUSG00000038500",1,"Prr3"
"3258","ENSMUSG00000038503",1,"Mesd"
"3259","ENSMUSG00000038508",1,"Gdf15"
"3260","ENSMUSG00000038510",1,"Rpf2"
"3261","ENSMUSG00000038528",1,"Mfsd4b5"
"3262","ENSMUSG00000038535",1,"Zfp280d"
"3263","ENSMUSG00000038538",1,"Ubn2"
"3264","ENSMUSG00000038539",1,"Atf5"
"3265","ENSMUSG00000038542",1,"Pcid2"
"3266","ENSMUSG00000038544",1,"Inip"
"3267","ENSMUSG00000038550",1,"Ciart"
"3268","ENSMUSG00000038552",1,"Fndc4"
"3269","ENSMUSG00000038563",1,"Efl1"
"3270","ENSMUSG00000038578",1,"Susd1"
"3271","ENSMUSG00000038582",1,"Pptc7"
"3272","ENSMUSG00000038587",1,"Akap12"
"3273","ENSMUSG00000038594",1,"Cep85l"
"3274","ENSMUSG00000038611",1,"Phrf1"
"3275","ENSMUSG00000038612",1,"Mcl1"
"3276","ENSMUSG00000038615",1,"Nfe2l1"
"3277","ENSMUSG00000038619",1,"Ensa"
"3278","ENSMUSG00000038622",1,"Med30"
"3279","ENSMUSG00000038648",1,"Creb3l2"
"3280","ENSMUSG00000038658",1,"Ric1"
"3281","ENSMUSG00000038665",1,"Dgki"
"3282","ENSMUSG00000038671",1,"Arfrp1"
"3283","ENSMUSG00000038683",1,"Pak1ip1"
"3284","ENSMUSG00000038697",1,"Taf5l"
"3285","ENSMUSG00000038705",1,"Gmeb2"
"3286","ENSMUSG00000038708",1,"Golga4"
"3287","ENSMUSG00000038712",1,"Mindy1"
"3288","ENSMUSG00000038718",1,"Pbx3"
"3289","ENSMUSG00000038722",1,"Bud31"
"3290","ENSMUSG00000038729",1,"Pakap"
"3291","ENSMUSG00000038732",1,"Mboat1"
"3292","ENSMUSG00000038733",1,"Wdr26"
"3293","ENSMUSG00000038736",1,"Nudcd1"
"3294","ENSMUSG00000038742",1,"Angptl6"
"3295","ENSMUSG00000038754",1,"Elovl3"
"3296","ENSMUSG00000038759",1,"Nup205"
"3297","ENSMUSG00000038762",1,"Abcf1"
"3298","ENSMUSG00000038774",1,"Ascc3"
"3299","ENSMUSG00000038780",1,"Smurf1"
"3300","ENSMUSG00000038784",1,"Cnot4"
"3301","ENSMUSG00000038803",1,"Ost4"
"3302","ENSMUSG00000038806",1,"Sde2"
"3303","ENSMUSG00000038807",1,"Rap1gap2"
"3304","ENSMUSG00000038812",1,"Trmt112"
"3305","ENSMUSG00000038827",1,"Abitram"
"3306","ENSMUSG00000038828",1,"Tmem214"
"3307","ENSMUSG00000038848",1,"Ythdf1"
"3308","ENSMUSG00000038859",1,"Baiap2l1"
"3309","ENSMUSG00000038888",1,"Ctu1"
"3310","ENSMUSG00000038895",1,"Zfp653"
"3311","ENSMUSG00000038900",1,"Rpl12"
"3312","ENSMUSG00000038909",1,"Kat7"
"3313","ENSMUSG00000038910",1,"Plcl2"
"3314","ENSMUSG00000038949",1,"Cnst"
"3315","ENSMUSG00000038954",1,"Supt3"
"3316","ENSMUSG00000038963",1,"Slco4a1"
"3317","ENSMUSG00000038965",1,"Ube2l3"
"3318","ENSMUSG00000038970",1,"Lmtk2"
"3319","ENSMUSG00000038975",1,"Rabggtb"
"3320","ENSMUSG00000038984",1,"Tspyl5"
"3321","ENSMUSG00000038987",1,"Cfap157"
"3322","ENSMUSG00000038990",1,"Cables2"
"3323","ENSMUSG00000038991",1,"Txndc5"
"3324","ENSMUSG00000039000",1,"Ube3c"
"3325","ENSMUSG00000039031",1,"Arhgap18"
"3326","ENSMUSG00000039033",1,"Tasp1"
"3327","ENSMUSG00000039041",1,"Adrm1"
"3328","ENSMUSG00000039046",1,"Usp6nl"
"3329","ENSMUSG00000039048",1,"Foxred1"
"3330","ENSMUSG00000039050",1,"Osbpl2"
"3331","ENSMUSG00000039067",1,"Psmd7"
"3332","ENSMUSG00000039068",1,"Zzz3"
"3333","ENSMUSG00000039070",1,"Cpa4"
"3334","ENSMUSG00000039081",1,"Zfp503"
"3335","ENSMUSG00000039089",1,"L3mbtl3"
"3336","ENSMUSG00000039096",1,"Rsad1"
"3337","ENSMUSG00000039100",1,"Marchf6"
"3338","ENSMUSG00000039105",1,"Atp6v1g1"
"3339","ENSMUSG00000039108",1,"Lsm14b"
"3340","ENSMUSG00000039130",1,"Zc3hc1"
"3341","ENSMUSG00000039145",1,"Camk1d"
"3342","ENSMUSG00000039148",1,"Sart1"
"3343","ENSMUSG00000039153",1,"Runx2"
"3344","ENSMUSG00000039158",1,"Akna"
"3345","ENSMUSG00000039176",1,"Polg"
"3346","ENSMUSG00000039182",1,"AW209491"
"3347","ENSMUSG00000039183",1,"Nubp2"
"3348","ENSMUSG00000039191",1,"Rbpj"
"3349","ENSMUSG00000039202",1,"Abhd2"
"3350","ENSMUSG00000039210",1,"Gpatch2"
"3351","ENSMUSG00000039218",1,"Srrm2"
"3352","ENSMUSG00000039219",1,"Arid4b"
"3353","ENSMUSG00000039220",1,"Ppp1r10"
"3354","ENSMUSG00000039221",1,"Rpl22l1"
"3355","ENSMUSG00000039232",1,"Stx11"
"3356","ENSMUSG00000039233",1,"Tbce"
"3357","ENSMUSG00000039234",1,"Sec24d"
"3358","ENSMUSG00000039236",1,"Isg20"
"3359","ENSMUSG00000039242",1,"B3galnt2"
"3360","ENSMUSG00000039244",1,"E130309D02Rik"
"3361","ENSMUSG00000039275",1,"Foxk2"
"3362","ENSMUSG00000039285",1,"Azi2"
"3363","ENSMUSG00000039286",1,"Fndc3b"
"3364","ENSMUSG00000039294",1,"Cybc1"
"3365","ENSMUSG00000039318",1,"Rab3gap2"
"3366","ENSMUSG00000039356",1,"Exosc2"
"3367","ENSMUSG00000039361",1,"Picalm"
"3368","ENSMUSG00000039367",1,"Sec24c"
"3369","ENSMUSG00000039376",1,"Synpo2l"
"3370","ENSMUSG00000039377",1,"Hlx"
"3371","ENSMUSG00000039382",1,"Wdr45"
"3372","ENSMUSG00000039384",1,"Dusp10"
"3373","ENSMUSG00000039385",1,"Cdh6"
"3374","ENSMUSG00000039449",1,"Prpf18"
"3375","ENSMUSG00000039456",1,"Morc3"
"3376","ENSMUSG00000039463",1,"Slc9a8"
"3377","ENSMUSG00000039474",1,"Wfs1"
"3378","ENSMUSG00000039478",1,"Micu3"
"3379","ENSMUSG00000039480",1,"Nt5dc1"
"3380","ENSMUSG00000039512",1,"Uhrf1bp1"
"3381","ENSMUSG00000039518",1,"Cdsn"
"3382","ENSMUSG00000039523",1,"Cep104"
"3383","ENSMUSG00000039531",1,"Zup1"
"3384","ENSMUSG00000039556",1,"Ppp1r3f"
"3385","ENSMUSG00000039578",1,"Ccser1"
"3386","ENSMUSG00000039585",1,"Myo9a"
"3387","ENSMUSG00000039617",1,"Gm7488"
"3388","ENSMUSG00000039629",1,"Strip2"
"3389","ENSMUSG00000039630",1,"Hnrnpu"
"3390","ENSMUSG00000039633",1,"Lonrf1"
"3391","ENSMUSG00000039640",1,"Mrpl12"
"3392","ENSMUSG00000039646",1,"Vasn"
"3393","ENSMUSG00000039648",1,"Kyat1"
"3394","ENSMUSG00000039656",1,"Rxrb"
"3395","ENSMUSG00000039660",1,"Spout1"
"3396","ENSMUSG00000039680",1,"Mrps6"
"3397","ENSMUSG00000039682",1,"Lap3"
"3398","ENSMUSG00000039693",1,"Msantd3"
"3399","ENSMUSG00000039703",1,"Nploc4"
"3400","ENSMUSG00000039704",1,"Lmbrd2"
"3401","ENSMUSG00000039714",1,"Cplx3"
"3402","ENSMUSG00000039728",1,"Slc6a5"
"3403","ENSMUSG00000039735",1,"Fnbp1l"
"3404","ENSMUSG00000039737",1,"Prkrip1"
"3405","ENSMUSG00000039740",1,"Alg2"
"3406","ENSMUSG00000039747",1,"Orai2"
"3407","ENSMUSG00000039756",1,"Dnttip2"
"3408","ENSMUSG00000039768",1,"Dnajc11"
"3409","ENSMUSG00000039770",1,"Ypel5"
"3410","ENSMUSG00000039783",1,"Kmo"
"3411","ENSMUSG00000039789",1,"Zfp597"
"3412","ENSMUSG00000039810",1,"Zc3h10"
"3413","ENSMUSG00000039826",1,"Trub2"
"3414","ENSMUSG00000039828",1,"Wdr70"
"3415","ENSMUSG00000039831",1,"Arhgap29"
"3416","ENSMUSG00000039838",1,"Slc45a1"
"3417","ENSMUSG00000039840",1,"Epg5"
"3418","ENSMUSG00000039841",1,"Zfp800"
"3419","ENSMUSG00000039842",1,"Mcph1"
"3420","ENSMUSG00000039844",1,"Rapgef1"
"3421","ENSMUSG00000039850",1,"Endov"
"3422","ENSMUSG00000039879",1,"Heca"
"3423","ENSMUSG00000039886",1,"Tmem120a"
"3424","ENSMUSG00000039908",1,"Slc26a11"
"3425","ENSMUSG00000039910",1,"Cited2"
"3426","ENSMUSG00000039929",1,"Urb1"
"3427","ENSMUSG00000039942",1,"Ptger4"
"3428","ENSMUSG00000039988",1,"Ankrd13c"
"3429","ENSMUSG00000039989",1,"Cbx4"
"3430","ENSMUSG00000039990",1,"Edrf1"
"3431","ENSMUSG00000039997",1,"Ifi203"
"3432","ENSMUSG00000040010",1,"Slc7a5"
"3433","ENSMUSG00000040016",1,"Ptger3"
"3434","ENSMUSG00000040021",1,"Lats1"
"3435","ENSMUSG00000040025",1,"Ythdf2"
"3436","ENSMUSG00000040028",1,"Elavl1"
"3437","ENSMUSG00000040034",1,"Nup43"
"3438","ENSMUSG00000040078",1,"Ptges3-ps"
"3439","ENSMUSG00000040124",1,"Gorab"
"3440","ENSMUSG00000040133",1,"Gpr176"
"3441","ENSMUSG00000040139",1,"9430038I01Rik"
"3442","ENSMUSG00000040148",1,"Hmx3"
"3443","ENSMUSG00000040152",1,"Thbs1"
"3444","ENSMUSG00000040167",1,"Ikzf5"
"3445","ENSMUSG00000040174",1,"Alkbh3"
"3446","ENSMUSG00000040177",1,"2310057M21Rik"
"3447","ENSMUSG00000040188",1,"Scamp2"
"3448","ENSMUSG00000040225",1,"Prrc2c"
"3449","ENSMUSG00000040236",1,"Trappc5"
"3450","ENSMUSG00000040242",1,"Fgfr1op2"
"3451","ENSMUSG00000040250",1,"Ints13"
"3452","ENSMUSG00000040263",1,"Klhdc4"
"3453","ENSMUSG00000040268",1,"Plekha1"
"3454","ENSMUSG00000040274",1,"Cdk6"
"3455","ENSMUSG00000040297",1,"Suco"
"3456","ENSMUSG00000040302",1,"Rbm48"
"3457","ENSMUSG00000040325",1,"Dcaf1"
"3458","ENSMUSG00000040351",1,"Ankib1"
"3459","ENSMUSG00000040354",1,"Mars1"
"3460","ENSMUSG00000040359",1,"Ufl1"
"3461","ENSMUSG00000040365",1,"Trim41"
"3462","ENSMUSG00000040374",1,"Pex2"
"3463","ENSMUSG00000040383",1,"Aqr"
"3464","ENSMUSG00000040385",1,"Ppp1ca"
"3465","ENSMUSG00000040396",1,"Abhd13"
"3466","ENSMUSG00000040414",1,"Slc25a28"
"3467","ENSMUSG00000040423",1,"Rc3h1"
"3468","ENSMUSG00000040429",1,"Mterf1a"
"3469","ENSMUSG00000040432",1,"Ltb4r2"
"3470","ENSMUSG00000040435",1,"Ppp1r15a"
"3471","ENSMUSG00000040446",1,"Rprd1a"
"3472","ENSMUSG00000040451",1,"Sgms1"
"3473","ENSMUSG00000040459",1,"Arglu1"
"3474","ENSMUSG00000040462",1,"Os9"
"3475","ENSMUSG00000040463",1,"Mybbp1a"
"3476","ENSMUSG00000040464",1,"Gtpbp10"
"3477","ENSMUSG00000040479",1,"Dgkz"
"3478","ENSMUSG00000040511",1,"Pvr"
"3479","ENSMUSG00000040521",1,"Tsfm"
"3480","ENSMUSG00000040550",1,"Otud6b"
"3481","ENSMUSG00000040565",1,"Btaf1"
"3482","ENSMUSG00000040584",1,"Abcb1a"
"3483","ENSMUSG00000040586",1,"Ofd1"
"3484","ENSMUSG00000040596",1,"Pogk"
"3485","ENSMUSG00000040599",1,"Mis12"
"3486","ENSMUSG00000040618",1,"Pck2"
"3487","ENSMUSG00000040620",1,"Dhx33"
"3488","ENSMUSG00000040648",1,"Ppip5k2"
"3489","ENSMUSG00000040658",1,"Dnph1"
"3490","ENSMUSG00000040659",1,"Efhd2"
"3491","ENSMUSG00000040661",1,"Rad54l2"
"3492","ENSMUSG00000040663",1,"Clcf1"
"3493","ENSMUSG00000040667",1,"Nup88"
"3494","ENSMUSG00000040675",1,"Mthfd1l"
"3495","ENSMUSG00000040688",1,"Tbl3"
"3496","ENSMUSG00000040693",1,"Slco4c1"
"3497","ENSMUSG00000040710",1,"St8sia4"
"3498","ENSMUSG00000040728",1,"Esrp1"
"3499","ENSMUSG00000040731",1,"Eif4h"
"3500","ENSMUSG00000040749",1,"Siah1b"
"3501","ENSMUSG00000040774",1,"Cept1"
"3502","ENSMUSG00000040782",1,"Cop1"
"3503","ENSMUSG00000040813",1,"Tex264"
"3504","ENSMUSG00000040822",1,"1700123O20Rik"
"3505","ENSMUSG00000040824",1,"Snrpd2"
"3506","ENSMUSG00000040828",1,"Catsperd"
"3507","ENSMUSG00000040843",1,"Tiprl"
"3508","ENSMUSG00000040848",1,"Sft2d2"
"3509","ENSMUSG00000040852",1,"Plekhh2"
"3510","ENSMUSG00000040888",1,"Gfer"
"3511","ENSMUSG00000040904",1,"Gm21988"
"3512","ENSMUSG00000040913",1,"Fbxw4"
"3513","ENSMUSG00000040918",1,"Slc19a2"
"3514","ENSMUSG00000040943",1,"Tet2"
"3515","ENSMUSG00000040945",1,"Rcc2"
"3516","ENSMUSG00000040998",1,"Npnt"
"3517","ENSMUSG00000041025",1,"Iffo2"
"3518","ENSMUSG00000041028",1,"Ghitm"
"3519","ENSMUSG00000041040",1,"Fam117b"
"3520","ENSMUSG00000041046",1,"Ramp3"
"3521","ENSMUSG00000041057",1,"Wdr43"
"3522","ENSMUSG00000041079",1,"Rwdd2b"
"3523","ENSMUSG00000041084",1,"Ostc"
"3524","ENSMUSG00000041096",1,"Tspyl2"
"3525","ENSMUSG00000041112",1,"Elmo1"
"3526","ENSMUSG00000041124",1,"Msantd4"
"3527","ENSMUSG00000041130",1,"Zfp598"
"3528","ENSMUSG00000041132",1,"N4bp2l1"
"3529","ENSMUSG00000041153",1,"Osgin2"
"3530","ENSMUSG00000041168",1,"Lonp1"
"3531","ENSMUSG00000041180",1,"Hectd2"
"3532","ENSMUSG00000041187",1,"Prkd2"
"3533","ENSMUSG00000041203",1,"Trir"
"3534","ENSMUSG00000041205",1,"Map6d1"
"3535","ENSMUSG00000041216",1,"Clvs1"
"3536","ENSMUSG00000041229",1,"Phf8"
"3537","ENSMUSG00000041238",1,"Rbbp8"
"3538","ENSMUSG00000041264",1,"Uspl1"
"3539","ENSMUSG00000041278",1,"Ttc1"
"3540","ENSMUSG00000041297",1,"Cdk13"
"3541","ENSMUSG00000041298",1,"Katnal1"
"3542","ENSMUSG00000041301",1,"Cftr"
"3543","ENSMUSG00000041303",1,"Gtf3c3"
"3544","ENSMUSG00000041308",1,"Sntb2"
"3545","ENSMUSG00000041313",1,"Slc7a1"
"3546","ENSMUSG00000041324",1,"Inhba"
"3547","ENSMUSG00000041328",1,"Pcf11"
"3548","ENSMUSG00000041341",1,"Atg2b"
"3549","ENSMUSG00000041355",1,"Ssr2"
"3550","ENSMUSG00000041360",1,"Pum3"
"3551","ENSMUSG00000041375",1,"Ccdc9"
"3552","ENSMUSG00000041390",1,"Mdfic"
"3553","ENSMUSG00000041408",1,"Wapl"
"3554","ENSMUSG00000041415",1,"Dicer1"
"3555","ENSMUSG00000041420",1,"Meis3"
"3556","ENSMUSG00000041438",1,"Utp4"
"3557","ENSMUSG00000041477",1,"Dcp1b"
"3558","ENSMUSG00000041488",1,"Stx3"
"3559","ENSMUSG00000041506",1,"Rrp9"
"3560","ENSMUSG00000041544",1,"Disp3"
"3561","ENSMUSG00000041552",1,"Ptchd1"
"3562","ENSMUSG00000041560",1,"Nop53"
"3563","ENSMUSG00000041620",1,"Mmp1b"
"3564","ENSMUSG00000041629",1,"Fam104a"
"3565","ENSMUSG00000041632",1,"Mrps27"
"3566","ENSMUSG00000041645",1,"Ddx24"
"3567","ENSMUSG00000041703",1,"Zic5"
"3568","ENSMUSG00000041716",1,"Gm20604"
"3569","ENSMUSG00000041718",1,"Alg13"
"3570","ENSMUSG00000041733",1,"Coq5"
"3571","ENSMUSG00000041741",1,"Pde3a"
"3572","ENSMUSG00000041747",1,"Utp15"
"3573","ENSMUSG00000041763",1,"Tpp2"
"3574","ENSMUSG00000041773",1,"Enc1"
"3575","ENSMUSG00000041774",1,"Ydjc"
"3576","ENSMUSG00000041781",1,"Cpsf2"
"3577","ENSMUSG00000041815",1,"Poldip3"
"3578","ENSMUSG00000041817",1,"Fam169a"
"3579","ENSMUSG00000041827",1,"Oasl1"
"3580","ENSMUSG00000041837",1,"Pdcd7"
"3581","ENSMUSG00000041841",1,"Rpl37"
"3582","ENSMUSG00000041846",1,"Ppp4r3a"
"3583","ENSMUSG00000041891",1,"Lman1"
"3584","ENSMUSG00000041935",1,"AW549877"
"3585","ENSMUSG00000041957",1,"Pkp2"
"3586","ENSMUSG00000041959",1,"S100a10"
"3587","ENSMUSG00000041977",1,"Arhgef11"
"3588","ENSMUSG00000041992",1,"Rapgef5"
"3589","ENSMUSG00000042035",1,"Igsf3"
"3590","ENSMUSG00000042042",1,"Csgalnact2"
"3591","ENSMUSG00000042046",1,"Dstyk"
"3592","ENSMUSG00000042079",1,"Hnrnpf"
"3593","ENSMUSG00000042105",1,"Inpp5f"
"3594","ENSMUSG00000042111",1,"Ccdc115"
"3595","ENSMUSG00000042133",1,"Ppig"
"3596","ENSMUSG00000042138",1,"Msantd2"
"3597","ENSMUSG00000042148",1,"Cox10"
"3598","ENSMUSG00000042167",1,"Tent2"
"3599","ENSMUSG00000042178",1,"Armc5"
"3600","ENSMUSG00000042182",1,"Bend6"
"3601","ENSMUSG00000042185",1,"Nfrkb"
"3602","ENSMUSG00000042195",1,"Slc35f2"
"3603","ENSMUSG00000042197",1,"Zfp451"
"3604","ENSMUSG00000042198",1,"Chchd7"
"3605","ENSMUSG00000042202",1,"Slc35e2"
"3606","ENSMUSG00000042208",1,"Sanbr"
"3607","ENSMUSG00000042211",1,"Fbxo38"
"3608","ENSMUSG00000042216",1,"Sgsm1"
"3609","ENSMUSG00000042225",1,"Ammecr1"
"3610","ENSMUSG00000042229",1,"Rabif"
"3611","ENSMUSG00000042256",1,"Ptchd4"
"3612","ENSMUSG00000042272",1,"Sestd1"
"3613","ENSMUSG00000042275",1,"Pelo"
"3614","ENSMUSG00000042298",1,"Ttc19"
"3615","ENSMUSG00000042305",1,"Tmem183a"
"3616","ENSMUSG00000042308",1,"Setd1a"
"3617","ENSMUSG00000042331",1,"Specc1"
"3618","ENSMUSG00000042354",1,"Gnl3"
"3619","ENSMUSG00000042359",1,"Osbpl6"
"3620","ENSMUSG00000042369",1,"Rbm45"
"3621","ENSMUSG00000042377",1,"Fam83g"
"3622","ENSMUSG00000042379",1,"Esm1"
"3623","ENSMUSG00000042396",1,"Rbm7"
"3624","ENSMUSG00000042406",1,"Atf4"
"3625","ENSMUSG00000042410",1,"Agps"
"3626","ENSMUSG00000042417",1,"Ccno"
"3627","ENSMUSG00000042419",1,"Nfkbil1"
"3628","ENSMUSG00000042423",1,"Fbrs"
"3629","ENSMUSG00000042426",1,"Dhx29"
"3630","ENSMUSG00000042447",1,"Mios"
"3631","ENSMUSG00000042472",1,"Zfp410"
"3632","ENSMUSG00000042487",1,"Leo1"
"3633","ENSMUSG00000042502",1,"Cd2bp2"
"3634","ENSMUSG00000042508",1,"Dmtf1"
"3635","ENSMUSG00000042515",1,"Pwwp3b"
"3636","ENSMUSG00000042535",1,"Gtpbp1"
"3637","ENSMUSG00000042549",1,"Map2k3os"
"3638","ENSMUSG00000042558",1,"Adprs"
"3639","ENSMUSG00000042570",1,"Mier2"
"3640","ENSMUSG00000042572",1,"Ube2q1"
"3641","ENSMUSG00000042594",1,"Sh2b3"
"3642","ENSMUSG00000042599",1,"Kdm7a"
"3643","ENSMUSG00000042604",1,"Kcna4"
"3644","ENSMUSG00000042608",1,"Stk40"
"3645","ENSMUSG00000042622",1,"Maff"
"3646","ENSMUSG00000042626",1,"Shc1"
"3647","ENSMUSG00000042660",1,"Wdr55"
"3648","ENSMUSG00000042682",1,"Selenok"
"3649","ENSMUSG00000042686",1,"Jph1"
"3650","ENSMUSG00000042688",1,"Mapk6"
"3651","ENSMUSG00000042709",1,"Atpaf2"
"3652","ENSMUSG00000042719",1,"Naa25"
"3653","ENSMUSG00000042724",1,"Map3k9"
"3654","ENSMUSG00000042729",1,"Wdr74"
"3655","ENSMUSG00000042734",1,"Ttc9"
"3656","ENSMUSG00000042742",1,"Bmt2"
"3657","ENSMUSG00000042743",1,"Sgtb"
"3658","ENSMUSG00000042745",1,"Id1"
"3659","ENSMUSG00000042747",1,"Krtcap2"
"3660","ENSMUSG00000042751",1,"Nmnat2"
"3661","ENSMUSG00000042759",1,"Apobr"
"3662","ENSMUSG00000042772",1,"Smg7"
"3663","ENSMUSG00000042787",1,"Exog"
"3664","ENSMUSG00000042812",1,"Foxf1"
"3665","ENSMUSG00000042821",1,"Snai1"
"3666","ENSMUSG00000042831",1,"Alkbh6"
"3667","ENSMUSG00000042854",1,"Trp53rkb"
"3668","ENSMUSG00000042997",1,"Nhlrc3"
"3669","ENSMUSG00000043003",1,"Rasef"
"3670","ENSMUSG00000043019",1,"Edem3"
"3671","ENSMUSG00000043024",1,"Gm16433"
"3672","ENSMUSG00000043059",1,"Zfp513"
"3673","ENSMUSG00000043067",1,"Dpy19l1"
"3674","ENSMUSG00000043091",1,"Tuba1c"
"3675","ENSMUSG00000043102",1,"Qrfp"
"3676","ENSMUSG00000043131",1,"Mob1a"
"3677","ENSMUSG00000043165",1,"Lor"
"3678","ENSMUSG00000043183",1,"Simc1"
"3679","ENSMUSG00000043207",1,"Zmpste24"
"3680","ENSMUSG00000043259",1,"Fam13c"
"3681","ENSMUSG00000043263",1,"Ifi209"
"3682","ENSMUSG00000043279",1,"Trim56"
"3683","ENSMUSG00000043284",1,"Tmem11"
"3684","ENSMUSG00000043289",1,"Mei4"
"3685","ENSMUSG00000043301",1,"Kcnj6"
"3686","ENSMUSG00000043336",1,"Filip1l"
"3687","ENSMUSG00000043415",1,"Otud1"
"3688","ENSMUSG00000043421",1,"Hilpda"
"3689","ENSMUSG00000043424",1,"Eif3j2"
"3690","ENSMUSG00000043439",1,"Epop"
"3691","ENSMUSG00000043460",1,"Elfn2"
"3692","ENSMUSG00000043535",1,"Setx"
"3693","ENSMUSG00000043556",1,"Fbxl7"
"3694","ENSMUSG00000043613",1,"Mmp3"
"3695","ENSMUSG00000043702",1,"Pde12"
"3696","ENSMUSG00000043716",1,"Rpl7"
"3697","ENSMUSG00000043753",1,"Dmrta1"
"3698","ENSMUSG00000043782",1,"Bicdl2"
"3699","ENSMUSG00000043858",1,NA
"3700","ENSMUSG00000043866",1,"Taf10"
"3701","ENSMUSG00000043872",1,"Zmym1"
"3702","ENSMUSG00000043881",1,"Kbtbd7"
"3703","ENSMUSG00000043903",1,"Zfp469"
"3704","ENSMUSG00000043929",1,"Klhl15"
"3705","ENSMUSG00000043998",1,"Mgat2"
"3706","ENSMUSG00000044018",1,"Mrpl50"
"3707","ENSMUSG00000044042",1,"Fmn1"
"3708","ENSMUSG00000044071",1,"Tafa2"
"3709","ENSMUSG00000044098",1,"Rsbn1"
"3710","ENSMUSG00000044134",1,"Pheta1"
"3711","ENSMUSG00000044147",1,"Arf6"
"3712","ENSMUSG00000044149",1,"Nkrf"
"3713","ENSMUSG00000044150",1,"Bclaf3"
"3714","ENSMUSG00000044155",1,"Lsm8"
"3715","ENSMUSG00000044211",1,"Gm7887"
"3716","ENSMUSG00000044224",1,"Dnajc21"
"3717","ENSMUSG00000044229",1,"Nxpe4"
"3718","ENSMUSG00000044244",1,"Il20rb"
"3719","ENSMUSG00000044254",1,"Pcsk9"
"3720","ENSMUSG00000044288",1,"Cnr1"
"3721","ENSMUSG00000044317",1,"Gpr4"
"3722","ENSMUSG00000044339",1,"Alkbh2"
"3723","ENSMUSG00000044350",1,"Lacc1"
"3724","ENSMUSG00000044442",1,"N6amt1"
"3725","ENSMUSG00000044447",1,"Dock5"
"3726","ENSMUSG00000044452",1,"Zfp507"
"3727","ENSMUSG00000044465",1,"Fam160a2"
"3728","ENSMUSG00000044477",1,"Zfand3"
"3729","ENSMUSG00000044496",1,"2510039O18Rik"
"3730","ENSMUSG00000044499",1,"Hs3st5"
"3731","ENSMUSG00000044501",1,"Zfp758"
"3732","ENSMUSG00000044566",1,"Cage1"
"3733","ENSMUSG00000044595",1,"Dnd1"
"3734","ENSMUSG00000044600",1,"Smim7"
"3735","ENSMUSG00000044617",1,"Zbtb39"
"3736","ENSMUSG00000044629",1,"Cnrip1"
"3737","ENSMUSG00000044636",1,"Csrnp2"
"3738","ENSMUSG00000044701",1,"Il27"
"3739","ENSMUSG00000044716",1,"Dok7"
"3740","ENSMUSG00000044763",1,"Trmt10c"
"3741","ENSMUSG00000044768",1,"Macir"
"3742","ENSMUSG00000044783",1,"Hjurp"
"3743","ENSMUSG00000044786",1,"Zfp36"
"3744","ENSMUSG00000044795",1,"Cyb5d1"
"3745","ENSMUSG00000044813",1,"Shb"
"3746","ENSMUSG00000044847",1,"Lsm11"
"3747","ENSMUSG00000044857",1,"Lemd2"
"3748","ENSMUSG00000044864",1,"Ankrd50"
"3749","ENSMUSG00000044894",1,"Uqcrq"
"3750","ENSMUSG00000044906",1,"4930503L19Rik"
"3751","ENSMUSG00000044948",1,"Cfap43"
"3752","ENSMUSG00000044950",1,"Pwwp2a"
"3753","ENSMUSG00000044982",1,"Sft2d3"
"3754","ENSMUSG00000045005",1,"Fzd5"
"3755","ENSMUSG00000045027",1,"Prss22"
"3756","ENSMUSG00000045034",1,"Ankrd34b"
"3757","ENSMUSG00000045075",1,"Gm9796"
"3758","ENSMUSG00000045092",1,"S1pr1"
"3759","ENSMUSG00000045098",1,"Kmt5b"
"3760","ENSMUSG00000045100",1,"Slc25a26"
"3761","ENSMUSG00000045128",1,"Rpl18a"
"3762","ENSMUSG00000045140",1,"Pigw"
"3763","ENSMUSG00000045210",1,"Vcpip1"
"3764","ENSMUSG00000045248",1,"Med26"
"3765","ENSMUSG00000045268",1,"Zfp691"
"3766","ENSMUSG00000045302",1,"Preb"
"3767","ENSMUSG00000045312",1,"Lhfpl2"
"3768","ENSMUSG00000045349",1,"Sh2d5"
"3769","ENSMUSG00000045362",1,"Tnfrsf26"
"3770","ENSMUSG00000045377",1,"Tmem88"
"3771","ENSMUSG00000045394",1,"Epcam"
"3772","ENSMUSG00000045404",1,"Kcnk13"
"3773","ENSMUSG00000045409",1,"Trim39"
"3774","ENSMUSG00000045411",1,"2410002F23Rik"
"3775","ENSMUSG00000045435",1,"Tmem60"
"3776","ENSMUSG00000045503",1,"Sys1"
"3777","ENSMUSG00000045538",1,"Ddx28"
"3778","ENSMUSG00000045555",1,"Mettl24"
"3779","ENSMUSG00000045573",1,"Penk"
"3780","ENSMUSG00000045576",1,"St7l"
