"","gene","cluster","external_gene_name"
"8744","ENSMUSG00000025927",3,"Tfap2b"
"8745","ENSMUSG00000025933",3,"Tmem14a"
"8746","ENSMUSG00000025950",3,"Idh1"
"8747","ENSMUSG00000025978",3,"Rftn2"
"8748","ENSMUSG00000026027",3,"Stradb"
"8749","ENSMUSG00000026080",3,"Chst10"
"8750","ENSMUSG00000026090",3,"Cracdl"
"8751","ENSMUSG00000026096",3,"Osgepl1"
"8752","ENSMUSG00000026102",3,"Inpp1"
"8753","ENSMUSG00000026126",3,"Ptpn18"
"8754","ENSMUSG00000026173",3,"Plcd4"
"8755","ENSMUSG00000026176",3,"Ctdsp1"
"8756","ENSMUSG00000026185",3,"Igfbp5"
"8757","ENSMUSG00000026188",3,"Tmem169"
"8758","ENSMUSG00000026207",3,"Speg"
"8759","ENSMUSG00000026211",3,"Obsl1"
"8760","ENSMUSG00000026213",3,"Stk11ip"
"8761","ENSMUSG00000026224",3,"4933407L21Rik"
"8762","ENSMUSG00000026226",3,"Spata3"
"8763","ENSMUSG00000026227",3,"2810459M11Rik"
"8764","ENSMUSG00000026239",3,"Pde6d"
"8765","ENSMUSG00000026255",3,"Efhd1"
"8766","ENSMUSG00000026273",3,"Mterf4"
"8767","ENSMUSG00000026303",3,"Mlph"
"8768","ENSMUSG00000026355",3,"Mcm6"
"8769","ENSMUSG00000026380",3,"Tfcp2l1"
"8770","ENSMUSG00000026383",3,"Epb41l5"
"8771","ENSMUSG00000026385",3,"Dbi"
"8772","ENSMUSG00000026389",3,"Steap3"
"8773","ENSMUSG00000026409",3,"Pfkfb2"
"8774","ENSMUSG00000026426",3,"Arl8a"
"8775","ENSMUSG00000026427",3,"Eif2d"
"8776","ENSMUSG00000026433",3,"Rab29"
"8777","ENSMUSG00000026471",3,"Mr1"
"8778","ENSMUSG00000026482",3,"Rgl1"
"8779","ENSMUSG00000026496",3,"Parp1"
"8780","ENSMUSG00000026532",3,"Spta1"
"8781","ENSMUSG00000026556",3,"Vangl2"
"8782","ENSMUSG00000026565",3,"Pou2f1"
"8783","ENSMUSG00000026575",3,"Nme7"
"8784","ENSMUSG00000026576",3,"Atp1b1"
"8785","ENSMUSG00000026578",3,"Ccdc181"
"8786","ENSMUSG00000026585",3,"Kifap3"
"8787","ENSMUSG00000026604",3,"Ptpn14"
"8788","ENSMUSG00000026614",3,"Slc30a10"
"8789","ENSMUSG00000026621",3,"Mtarc1"
"8790","ENSMUSG00000026622",3,"Nek2"
"8791","ENSMUSG00000026632",3,"Tatdn3"
"8792","ENSMUSG00000026649",3,"Cfap126"
"8793","ENSMUSG00000026650",3,"Meig1"
"8794","ENSMUSG00000026664",3,"Phyh"
"8795","ENSMUSG00000026667",3,"Uhmk1"
"8796","ENSMUSG00000026678",3,"Rgs5"
"8797","ENSMUSG00000026679",3,"Enkur"
"8798","ENSMUSG00000026683",3,"Nuf2"
"8799","ENSMUSG00000026687",3,"Aldh9a1"
"8800","ENSMUSG00000026701",3,"Prdx6"
"8801","ENSMUSG00000026726",3,"Cubn"
"8802","ENSMUSG00000026727",3,"Rsu1"
"8803","ENSMUSG00000026728",3,"Vim"
"8804","ENSMUSG00000026737",3,"Pip4k2a"
"8805","ENSMUSG00000026749",3,"Nek6"
"8806","ENSMUSG00000026773",3,"Pfkfb3"
"8807","ENSMUSG00000026778",3,"Prkcq"
"8808","ENSMUSG00000026781",3,"Acbd5"
"8809","ENSMUSG00000026792",3,"Lrsam1"
"8810","ENSMUSG00000026798",3,"Coq4"
"8811","ENSMUSG00000026807",3,"Ak8"
"8812","ENSMUSG00000026809",3,"Spaca9"
"8813","ENSMUSG00000026816",3,"Gtf3c5"
"8814","ENSMUSG00000026827",3,"Gpd2"
"8815","ENSMUSG00000026831",3,"1700007K13Rik"
"8816","ENSMUSG00000026839",3,"Upp2"
"8817","ENSMUSG00000026842",3,"Abl1"
"8818","ENSMUSG00000026854",3,"Usp20"
"8819","ENSMUSG00000026869",3,"Psmd5"
"8820","ENSMUSG00000026873",3,"Phf19"
"8821","ENSMUSG00000026875",3,"Traf1"
"8822","ENSMUSG00000026879",3,"Gsn"
"8823","ENSMUSG00000026880",3,"Stom"
"8824","ENSMUSG00000026883",3,"Dab2ip"
"8825","ENSMUSG00000026888",3,"Grb14"
"8826","ENSMUSG00000026925",3,"Inpp5e"
"8827","ENSMUSG00000026932",3,"Nacc2"
"8828","ENSMUSG00000026939",3,"Tmem141"
"8829","ENSMUSG00000026965",3,"Anapc2"
"8830","ENSMUSG00000026987",3,"Baz2b"
"8831","ENSMUSG00000026988",3,"Wdsub1"
"8832","ENSMUSG00000027001",3,"Dusp19"
"8833","ENSMUSG00000027007",3,"Itprid2"
"8834","ENSMUSG00000027012",3,"Dync1i2"
"8835","ENSMUSG00000027130",3,"Slc12a6"
"8836","ENSMUSG00000027160",3,"Ccdc34"
"8837","ENSMUSG00000027163",3,"Commd9"
"8838","ENSMUSG00000027165",3,"Iftap"
"8839","ENSMUSG00000027166",3,"Dnajc24"
"8840","ENSMUSG00000027167",3,"Elp4"
"8841","ENSMUSG00000027180",3,"Fbxo3"
"8842","ENSMUSG00000027188",3,"Pamr1"
"8843","ENSMUSG00000027200",3,"Sema6d"
"8844","ENSMUSG00000027207",3,"Galk2"
"8845","ENSMUSG00000027210",3,"Meis2"
"8846","ENSMUSG00000027217",3,"Tspan18"
"8847","ENSMUSG00000027223",3,"Mapk8ip1"
"8848","ENSMUSG00000027238",3,"Frmd5"
"8849","ENSMUSG00000027254",3,"Map1a"
"8850","ENSMUSG00000027257",3,"Pacsin3"
"8851","ENSMUSG00000027306",3,"Nusap1"
"8852","ENSMUSG00000027335",3,"Adra1d"
"8853","ENSMUSG00000027344",3,"Fsip1"
"8854","ENSMUSG00000027347",3,"Rasgrp1"
"8855","ENSMUSG00000027360",3,"Hdc"
"8856","ENSMUSG00000027378",3,"Nphp1"
"8857","ENSMUSG00000027394",3,"Ttl"
"8858","ENSMUSG00000027430",3,"Dtd1"
"8859","ENSMUSG00000027452",3,"Acss1"
"8860","ENSMUSG00000027488",3,"Snta1"
"8861","ENSMUSG00000027490",3,"E2f1"
"8862","ENSMUSG00000027495",3,"Fam210b"
"8863","ENSMUSG00000027499",3,"Pkia"
"8864","ENSMUSG00000027508",3,"Pag1"
"8865","ENSMUSG00000027523",3,"Gnas"
"8866","ENSMUSG00000027525",3,"Phactr3"
"8867","ENSMUSG00000027546",3,"Atp9a"
"8868","ENSMUSG00000027550",3,"Lrrcc1"
"8869","ENSMUSG00000027589",3,"Pcmtd2"
"8870","ENSMUSG00000027612",3,"Mmp24"
"8871","ENSMUSG00000027634",3,"Ndrg3"
"8872","ENSMUSG00000027639",3,"Samhd1"
"8873","ENSMUSG00000027641",3,"Rbl1"
"8874","ENSMUSG00000027651",3,"Rprd1b"
"8875","ENSMUSG00000027656",3,"Ccn5"
"8876","ENSMUSG00000027668",3,"Mfn1"
"8877","ENSMUSG00000027676",3,"Ccdc39"
"8878","ENSMUSG00000027692",3,"Tnik"
"8879","ENSMUSG00000027699",3,"Ect2"
"8880","ENSMUSG00000027702",3,"Lrrc34"
"8881","ENSMUSG00000027796",3,"Smad9"
"8882","ENSMUSG00000027805",3,"Pfn2"
"8883","ENSMUSG00000027811",3,"4930579G24Rik"
"8884","ENSMUSG00000027848",3,"Olfml3"
"8885","ENSMUSG00000027854",3,"Sike1"
"8886","ENSMUSG00000027858",3,"Tspan2"
"8887","ENSMUSG00000027860",3,"Vangl1"
"8888","ENSMUSG00000027861",3,"Casq2"
"8889","ENSMUSG00000027878",3,"Notch2"
"8890","ENSMUSG00000027882",3,"Stxbp3"
"8891","ENSMUSG00000027883",3,"Gpsm2"
"8892","ENSMUSG00000027886",3,"1700013F07Rik"
"8893","ENSMUSG00000027890",3,"Gstm4"
"8894","ENSMUSG00000027896",3,"Slc16a4"
"8895","ENSMUSG00000027966",3,"Col11a1"
"8896","ENSMUSG00000027983",3,"Cyp2u1"
"8897","ENSMUSG00000027993",3,"Trim2"
"8898","ENSMUSG00000028015",3,"Ctso"
"8899","ENSMUSG00000028020",3,"Glrb"
"8900","ENSMUSG00000028030",3,"Tbck"
"8901","ENSMUSG00000028032",3,"Papss1"
"8902","ENSMUSG00000028080",3,"Lrba"
"8903","ENSMUSG00000028082",3,"Sh3d19"
"8904","ENSMUSG00000028088",3,"Fmo5"
"8905","ENSMUSG00000028101",3,"Pias3"
"8906","ENSMUSG00000028114",3,"Mettl14"
"8907","ENSMUSG00000028121",3,"Bcar3"
"8908","ENSMUSG00000028127",3,"Abcd3"
"8909","ENSMUSG00000028136",3,"Snx27"
"8910","ENSMUSG00000028137",3,"Celf3"
"8911","ENSMUSG00000028139",3,"Riiad1"
"8912","ENSMUSG00000028167",3,"Bdh2"
"8913","ENSMUSG00000028174",3,"Rpe65"
"8914","ENSMUSG00000028182",3,"Lrriq3"
"8915","ENSMUSG00000028189",3,"Ctbs"
"8916","ENSMUSG00000028211",3,"Trp53inp1"
"8917","ENSMUSG00000028226",3,"Mmp16"
"8918","ENSMUSG00000028228",3,"Cpne3"
"8919","ENSMUSG00000028273",3,"Pdlim5"
"8920","ENSMUSG00000028278",3,"Rragd"
"8921","ENSMUSG00000028294",3,"Cfap206"
"8922","ENSMUSG00000028295",3,"Smim8"
"8923","ENSMUSG00000028329",3,"Xpa"
"8924","ENSMUSG00000028354",3,"Fmn2"
"8925","ENSMUSG00000028383",3,"Hsdl2"
"8926","ENSMUSG00000028402",3,"Mpdz"
"8927","ENSMUSG00000028407",3,"Smim27"
"8928","ENSMUSG00000028414",3,"Fktn"
"8929","ENSMUSG00000028438",3,"Kif24"
"8930","ENSMUSG00000028439",3,"Fam219a"
"8931","ENSMUSG00000028453",3,"Fancg"
"8932","ENSMUSG00000028469",3,"Npr2"
"8933","ENSMUSG00000028476",3,"Reck"
"8934","ENSMUSG00000028497",3,"Hacd4"
"8935","ENSMUSG00000028518",3,"Prkaa2"
"8936","ENSMUSG00000028521",3,"Slc35d1"
"8937","ENSMUSG00000028532",3,"Cachd1"
"8938","ENSMUSG00000028555",3,"Ttc39a"
"8939","ENSMUSG00000028558",3,"Calr4"
"8940","ENSMUSG00000028565",3,"Nfia"
"8941","ENSMUSG00000028576",3,"Ift74"
"8942","ENSMUSG00000028582",3,"Cc2d1b"
"8943","ENSMUSG00000028584",3,"Lrrc38"
"8944","ENSMUSG00000028600",3,"Podn"
"8945","ENSMUSG00000028601",3,"Echdc2"
"8946","ENSMUSG00000028613",3,"Lrp8"
"8947","ENSMUSG00000028626",3,"Col9a2"
"8948","ENSMUSG00000028637",3,"Ccdc30"
"8949","ENSMUSG00000028649",3,"Macf1"
"8950","ENSMUSG00000028657",3,"Ppt1"
"8951","ENSMUSG00000028664",3,"Ephb2"
"8952","ENSMUSG00000028678",3,"Kif2c"
"8953","ENSMUSG00000028690",3,"Mmachc"
"8954","ENSMUSG00000028696",3,"Ipp"
"8955","ENSMUSG00000028702",3,"Rad54l"
"8956","ENSMUSG00000028718",3,"Stil"
"8957","ENSMUSG00000028743",3,"Akr7a5"
"8958","ENSMUSG00000028753",3,"Vwa5b1"
"8959","ENSMUSG00000028760",3,"Eif4g3"
"8960","ENSMUSG00000028803",3,"Nipal3"
"8961","ENSMUSG00000028807",3,"Zbtb8a"
"8962","ENSMUSG00000028832",3,"Stmn1"
"8963","ENSMUSG00000028854",3,"Slc9a1"
"8964","ENSMUSG00000028859",3,"Csf3r"
"8965","ENSMUSG00000028871",3,"Rspo1"
"8966","ENSMUSG00000028873",3,"Cdca8"
"8967","ENSMUSG00000028878",3,"Fam76a"
"8968","ENSMUSG00000028919",3,"Arhgef19"
"8969","ENSMUSG00000028923",3,"Necap2"
"8970","ENSMUSG00000028927",3,"Padi2"
"8971","ENSMUSG00000028944",3,"Prkag2"
"8972","ENSMUSG00000028957",3,"Per3"
"8973","ENSMUSG00000028958",3,"Tmub1"
"8974","ENSMUSG00000028973",3,"Abcb8"
"8975","ENSMUSG00000028974",3,"Dffa"
"8976","ENSMUSG00000029020",3,"Mfn2"
"8977","ENSMUSG00000029026",3,"Trp73"
"8978","ENSMUSG00000029030",3,"Tprgl"
"8979","ENSMUSG00000029050",3,"Ski"
"8980","ENSMUSG00000029098",3,"Acox3"
"8981","ENSMUSG00000029101",3,"Rgs12"
"8982","ENSMUSG00000029103",3,"Lrpap1"
"8983","ENSMUSG00000029106",3,"Add1"
"8984","ENSMUSG00000029119",3,"Man2b2"
"8985","ENSMUSG00000029122",3,"Evc"
"8986","ENSMUSG00000029130",3,"Rnf32"
"8987","ENSMUSG00000029134",3,"Plb1"
"8988","ENSMUSG00000029146",3,"Snx17"
"8989","ENSMUSG00000029162",3,"Khk"
"8990","ENSMUSG00000029165",3,"Agbl5"
"8991","ENSMUSG00000029168",3,"Dpysl5"
"8992","ENSMUSG00000029182",3,"Fam166c"
"8993","ENSMUSG00000029189",3,"Sel1l3"
"8994","ENSMUSG00000029191",3,"Rfc1"
"8995","ENSMUSG00000029201",3,"Ugdh"
"8996","ENSMUSG00000029206",3,"Nsun7"
"8997","ENSMUSG00000029209",3,"Gnpda2"
"8998","ENSMUSG00000029211",3,"Gabra4"
"8999","ENSMUSG00000029212",3,"Gabrb1"
"9000","ENSMUSG00000029250",3,"Polr2b"
"9001","ENSMUSG00000029263",3,"Pigg"
"9002","ENSMUSG00000029279",3,"Brdt"
"9003","ENSMUSG00000029312",3,"Klhl8"
"9004","ENSMUSG00000029326",3,"Enoph1"
"9005","ENSMUSG00000029348",3,"Asphd2"
"9006","ENSMUSG00000029361",3,"Nos1"
"9007","ENSMUSG00000029381",3,"Shroom3"
"9008","ENSMUSG00000029386",3,NA
"9009","ENSMUSG00000029392",3,"Rilpl1"
"9010","ENSMUSG00000029401",3,"Rilpl2"
"9011","ENSMUSG00000029406",3,"Pitpnm2"
"9012","ENSMUSG00000029413",3,"Naaa"
"9013","ENSMUSG00000029419",3,"Ajm1"
"9014","ENSMUSG00000029420",3,"Rimbp2"
"9015","ENSMUSG00000029426",3,"Scarb2"
"9016","ENSMUSG00000029428",3,"Stx2"
"9017","ENSMUSG00000029456",3,"Acad10"
"9018","ENSMUSG00000029461",3,"Fam168a"
"9019","ENSMUSG00000029463",3,"Fam216a"
"9020","ENSMUSG00000029468",3,"P2rx7"
"9021","ENSMUSG00000029469",3,"Ift81"
"9022","ENSMUSG00000029524",3,"Sirt4"
"9023","ENSMUSG00000029570",3,"Lfng"
"9024","ENSMUSG00000029571",3,"Tmem106b"
"9025","ENSMUSG00000029575",3,"Mmab"
"9026","ENSMUSG00000029576",3,"Radil"
"9027","ENSMUSG00000029577",3,"Ube3b"
"9028","ENSMUSG00000029580",3,"Actb"
"9029","ENSMUSG00000029581",3,"Fscn1"
"9030","ENSMUSG00000029601",3,"Iqcd"
"9031","ENSMUSG00000029621",3,"Arpc1a"
"9032","ENSMUSG00000029627",3,"Zkscan14"
"9033","ENSMUSG00000029629",3,"Phf14"
"9034","ENSMUSG00000029636",3,"Wasf3"
"9035","ENSMUSG00000029659",3,"Medag"
"9036","ENSMUSG00000029669",3,"Tspan12"
"9037","ENSMUSG00000029695",3,"Aass"
"9038","ENSMUSG00000029713",3,"Gnb2"
"9039","ENSMUSG00000029726",3,"Mepce"
"9040","ENSMUSG00000029763",3,"Exoc4"
"9041","ENSMUSG00000029781",3,"Fkbp9"
"9042","ENSMUSG00000029831",3,"Npvf"
"9043","ENSMUSG00000029843",3,"Slc13a4"
"9044","ENSMUSG00000029851",3,"Tcaf2"
"9045","ENSMUSG00000029863",3,"Casp2"
"9046","ENSMUSG00000029869",3,"Ephb6"
"9047","ENSMUSG00000029994",3,"Anxa4"
"9048","ENSMUSG00000029998",3,"Pcyox1"
"9049","ENSMUSG00000030020",3,"Prickle2"
"9050","ENSMUSG00000030030",3,"1700003E16Rik"
"9051","ENSMUSG00000030032",3,"Wdr54"
"9052","ENSMUSG00000030051",3,"Aplf"
"9053","ENSMUSG00000030064",3,"Frmd4b"
"9054","ENSMUSG00000030074",3,"Gxylt2"
"9055","ENSMUSG00000030083",3,"Abtb1"
"9056","ENSMUSG00000030095",3,"Tmem43"
"9057","ENSMUSG00000030102",3,"Itpr1"
"9058","ENSMUSG00000030108",3,"Slc6a13"
"9059","ENSMUSG00000030122",3,"Ptms"
"9060","ENSMUSG00000030145",3,"Zfp248"
"9061","ENSMUSG00000030148",3,"Clec4a2"
"9062","ENSMUSG00000030161",3,"Gabarapl1"
"9063","ENSMUSG00000030207",3,"Fam234b"
"9064","ENSMUSG00000030246",3,"Ldhb"
"9065","ENSMUSG00000030271",3,"Ogg1"
"9066","ENSMUSG00000030306",3,"Tmtc1"
"9067","ENSMUSG00000030313",3,"Dennd5b"
"9068","ENSMUSG00000030315",3,"Vgll4"
"9069","ENSMUSG00000030319",3,"Cand2"
"9070","ENSMUSG00000030321",3,"Efcab12"
"9071","ENSMUSG00000030322",3,"Mbd4"
"9072","ENSMUSG00000030323",3,"Ift122"
"9073","ENSMUSG00000030337",3,"Vamp1"
"9074","ENSMUSG00000030340",3,"Scnn1a"
"9075","ENSMUSG00000030351",3,"Tspan11"
"9076","ENSMUSG00000030380",3,"Mzf1"
"9077","ENSMUSG00000030386",3,"Zfp606"
"9078","ENSMUSG00000030411",3,"Nova2"
"9079","ENSMUSG00000030428",3,"Ttyh1"
"9080","ENSMUSG00000030486",3,"Zfp108"
"9081","ENSMUSG00000030513",3,"Pcsk6"
"9082","ENSMUSG00000030515",3,"Tarsl2"
"9083","ENSMUSG00000030516",3,"Tjp1"
"9084","ENSMUSG00000030519",3,"Apba2"
"9085","ENSMUSG00000030532",3,"Hddc3"
"9086","ENSMUSG00000030534",3,"Vps33b"
"9087","ENSMUSG00000030541",3,"Idh2"
"9088","ENSMUSG00000030554",3,"Synm"
"9089","ENSMUSG00000030562",3,"Nox4"
"9090","ENSMUSG00000030583",3,"Sipa1l3"
"9091","ENSMUSG00000030590",3,"Fam98c"
"9092","ENSMUSG00000030616",3,"Sytl2"
"9093","ENSMUSG00000030621",3,"Me3"
"9094","ENSMUSG00000030688",3,"Stard10"
"9095","ENSMUSG00000030701",3,"Plekhb1"
"9096","ENSMUSG00000030711",3,"Sult1a1"
"9097","ENSMUSG00000030729",3,"Pgm2l1"
"9098","ENSMUSG00000030731",3,"Syt3"
"9099","ENSMUSG00000030737",3,"Slco2b1"
"9100","ENSMUSG00000030739",3,"Myh14"
"9101","ENSMUSG00000030757",3,"Zkscan2"
"9102","ENSMUSG00000030761",3,"Myo7a"
"9103","ENSMUSG00000030770",3,"Parva"
"9104","ENSMUSG00000030774",3,"Pak1"
"9105","ENSMUSG00000030782",3,"Tgfb1i1"
"9106","ENSMUSG00000030788",3,"Rnf141"
"9107","ENSMUSG00000030849",3,"Fgfr2"
"9108","ENSMUSG00000030867",3,"Plk1"
"9109","ENSMUSG00000030877",3,"Mfsd13b"
"9110","ENSMUSG00000030890",3,"Ilk"
"9111","ENSMUSG00000030934",3,"Oat"
"9112","ENSMUSG00000030946",3,"Lhpp"
"9113","ENSMUSG00000030956",3,"Fam53b"
"9114","ENSMUSG00000030978",3,"Rrm1"
"9115","ENSMUSG00000030986",3,"Dhx32"
"9116","ENSMUSG00000030987",3,"Stim1"
"9117","ENSMUSG00000031016",3,"Wee1"
"9118","ENSMUSG00000031023",3,"Akip1"
"9119","ENSMUSG00000031024",3,"Denn2b"
"9120","ENSMUSG00000031028",3,"Tub"
"9121","ENSMUSG00000031070",3,"Mrgprf"
"9122","ENSMUSG00000031079",3,"Zfp300"
"9123","ENSMUSG00000031090",3,"Nadsyn1"
"9124","ENSMUSG00000031109",3,"Enox2"
"9125","ENSMUSG00000031155",3,"Pim2"
"9126","ENSMUSG00000031166",3,"Wdr13"
"9127","ENSMUSG00000031198",3,"Fundc2"
"9128","ENSMUSG00000031209",3,"Heph"
"9129","ENSMUSG00000031216",3,"Stard8"
"9130","ENSMUSG00000031227",3,"Magee1"
"9131","ENSMUSG00000031245",3,"Hmgn5"
"9132","ENSMUSG00000031286",3,"Glt28d2"
"9133","ENSMUSG00000031292",3,"Cdkl5"
"9134","ENSMUSG00000031302",3,"Nlgn3"
"9135","ENSMUSG00000031310",3,"Zmym3"
"9136","ENSMUSG00000031323",3,"Dmrtc1a"
"9137","ENSMUSG00000031342",3,"Gpm6b"
"9138","ENSMUSG00000031347",3,"Cetn2"
"9139","ENSMUSG00000031355",3,"Arhgap6"
"9140","ENSMUSG00000031360",3,"Ctps2"
"9141","ENSMUSG00000031378",3,"Abcd1"
"9142","ENSMUSG00000031379",3,"Pir"
"9143","ENSMUSG00000031402",3,"Mpp1"
"9144","ENSMUSG00000031428",3,"Zcchc18"
"9145","ENSMUSG00000031431",3,"Tsc22d3"
"9146","ENSMUSG00000031478",3,"Nek3"
"9147","ENSMUSG00000031480",3,"Thsd1"
"9148","ENSMUSG00000031483",3,"Erlin2"
"9149","ENSMUSG00000031489",3,"Adrb3"
"9150","ENSMUSG00000031517",3,"Gpm6a"
"9151","ENSMUSG00000031539",3,"Ap3m2"
"9152","ENSMUSG00000031546",3,"Gins4"
"9153","ENSMUSG00000031548",3,"Sfrp1"
"9154","ENSMUSG00000031557",3,"Plekha2"
"9155","ENSMUSG00000031561",3,"Tenm3"
"9156","ENSMUSG00000031583",3,"Wrn"
"9157","ENSMUSG00000031592",3,"Pcm1"
"9158","ENSMUSG00000031595",3,"Pdgfrl"
"9159","ENSMUSG00000031610",3,"Scrg1"
"9160","ENSMUSG00000031618",3,"Nr3c2"
"9161","ENSMUSG00000031626",3,"Sorbs2"
"9162","ENSMUSG00000031641",3,"Cbr4"
"9163","ENSMUSG00000031665",3,"Sall1"
"9164","ENSMUSG00000031666",3,"Rbl2"
"9165","ENSMUSG00000031667",3,"Aktip"
"9166","ENSMUSG00000031681",3,"Smad1"
"9167","ENSMUSG00000031698",3,"Mylk3"
"9168","ENSMUSG00000031706",3,"Rfx1"
"9169","ENSMUSG00000031712",3,"Il15"
"9170","ENSMUSG00000031714",3,"Gab1"
"9171","ENSMUSG00000031748",3,"Gnao1"
"9172","ENSMUSG00000031749",3,"St3gal2"
"9173","ENSMUSG00000031760",3,"Mt3"
"9174","ENSMUSG00000031765",3,"Mt1"
"9175","ENSMUSG00000031776",3,"Arl2bp"
"9176","ENSMUSG00000031786",3,"Drc7"
"9177","ENSMUSG00000031787",3,"Katnb1"
"9178","ENSMUSG00000031796",3,"Cfap20"
"9179","ENSMUSG00000031805",3,"Jak3"
"9180","ENSMUSG00000031812",3,"Map1lc3b"
"9181","ENSMUSG00000031816",3,"Mthfsd"
"9182","ENSMUSG00000031831",3,"Dnaaf1"
"9183","ENSMUSG00000031833",3,"Mast3"
"9184","ENSMUSG00000031839",3,"Hsbp1"
"9185","ENSMUSG00000031840",3,"Rab3a"
"9186","ENSMUSG00000031845",3,"Bco1"
"9187","ENSMUSG00000031853",3,"Map3k21"
"9188","ENSMUSG00000031860",3,"Pbx4"
"9189","ENSMUSG00000031870",3,"Pgr"
"9190","ENSMUSG00000031902",3,"Nfatc3"
"9191","ENSMUSG00000031913",3,"Vps4a"
"9192","ENSMUSG00000031938",3,"4931406C07Rik"
"9193","ENSMUSG00000031951",3,"Tmem231"
"9194","ENSMUSG00000031955",3,"Bcar1"
"9195","ENSMUSG00000031970",3,"Dbndd1"
"9196","ENSMUSG00000031974",3,"Abcb10"
"9197","ENSMUSG00000031983",3,"2310022B05Rik"
"9198","ENSMUSG00000031987",3,"Egln1"
"9199","ENSMUSG00000031988",3,"Vps26b"
"9200","ENSMUSG00000031990",3,"Jam3"
"9201","ENSMUSG00000031994",3,"Adamts8"
"9202","ENSMUSG00000031995",3,"St14"
"9203","ENSMUSG00000031996",3,"Aplp2"
"9204","ENSMUSG00000032006",3,"Pdgfd"
"9205","ENSMUSG00000032010",3,"Usp2"
"9206","ENSMUSG00000032017",3,"Grik4"
"9207","ENSMUSG00000032036",3,"Kirrel3"
"9208","ENSMUSG00000032047",3,"Acat1"
"9209","ENSMUSG00000032060",3,"Cryab"
"9210","ENSMUSG00000032064",3,"Dixdc1"
"9211","ENSMUSG00000032067",3,"Pts"
"9212","ENSMUSG00000032086",3,"Bace1"
"9213","ENSMUSG00000032121",3,"Tmem218"
"9214","ENSMUSG00000032131",3,"Abcg4"
"9215","ENSMUSG00000032135",3,"Mcam"
"9216","ENSMUSG00000032174",3,"Icam5"
"9217","ENSMUSG00000032177",3,"Pde4a"
"9218","ENSMUSG00000032184",3,"Lysmd2"
"9219","ENSMUSG00000032186",3,"Tmod2"
"9220","ENSMUSG00000032194",3,"Kank2"
"9221","ENSMUSG00000032198",3,"Dock6"
"9222","ENSMUSG00000032202",3,"Rab27a"
"9223","ENSMUSG00000032216",3,"Nedd4"
"9224","ENSMUSG00000032218",3,"Ccnb2"
"9225","ENSMUSG00000032221",3,"Mns1"
"9226","ENSMUSG00000032224",3,"Fam81a"
"9227","ENSMUSG00000032249",3,"Anp32a"
"9228","ENSMUSG00000032251",3,"Irak1bp1"
"9229","ENSMUSG00000032253",3,"Phip"
"9230","ENSMUSG00000032258",3,"Lca5"
"9231","ENSMUSG00000032280",3,"Tle3"
"9232","ENSMUSG00000032281",3,"Acsbg1"
"9233","ENSMUSG00000032322",3,"Pstpip1"
"9234","ENSMUSG00000032324",3,"Tspan3"
"9235","ENSMUSG00000032329",3,"Hmg20a"
"9236","ENSMUSG00000032340",3,"Neo1"
"9237","ENSMUSG00000032352",3,"Lrrc1"
"9238","ENSMUSG00000032366",3,"Tpm1"
"9239","ENSMUSG00000032368",3,"Zic1"
"9240","ENSMUSG00000032370",3,"Lactb"
"9241","ENSMUSG00000032374",3,"Plod2"
"9242","ENSMUSG00000032375",3,"Aph1b"
"9243","ENSMUSG00000032377",3,"Plscr4"
"9244","ENSMUSG00000032392",3,"Parp16"
"9245","ENSMUSG00000032398",3,"Snapc5"
"9246","ENSMUSG00000032405",3,"Pias1"
"9247","ENSMUSG00000032410",3,"Xrn1"
"9248","ENSMUSG00000032411",3,"Tfdp2"
"9249","ENSMUSG00000032420",3,"Nt5e"
"9250","ENSMUSG00000032422",3,"Snx14"
"9251","ENSMUSG00000032440",3,"Tgfbr2"
"9252","ENSMUSG00000032470",3,"Mras"
"9253","ENSMUSG00000032489",3,"Kif9"
"9254","ENSMUSG00000032492",3,"Pth1r"
"9255","ENSMUSG00000032500",3,"Dclk3"
"9256","ENSMUSG00000032507",3,"Fbxl2"
"9257","ENSMUSG00000032527",3,"Pccb"
"9258","ENSMUSG00000032537",3,"Ephb1"
"9259","ENSMUSG00000032551",3,"1110059G10Rik"
"9260","ENSMUSG00000032562",3,"Gnai2"
"9261","ENSMUSG00000032565",3,"Nudt16"
"9262","ENSMUSG00000032598",3,"Nckipsd"
"9263","ENSMUSG00000032599",3,"Ip6k2"
"9264","ENSMUSG00000032606",3,"Nicn1"
"9265","ENSMUSG00000032607",3,"Amt"
"9266","ENSMUSG00000032652",3,"Crebl2"
"9267","ENSMUSG00000032656",3,"Marchf3"
"9268","ENSMUSG00000032679",3,"Cd59a"
"9269","ENSMUSG00000032718",3,"Mansc1"
"9270","ENSMUSG00000032754",3,"Slc8b1"
"9271","ENSMUSG00000032783",3,"Troap"
"9272","ENSMUSG00000032827",3,"Ppp1r9a"
"9273","ENSMUSG00000032854",3,"Ugt8a"
"9274","ENSMUSG00000032878",3,"Ccdc85a"
"9275","ENSMUSG00000032883",3,"Acsl3"
"9276","ENSMUSG00000032898",3,"Fbxo21"
"9277","ENSMUSG00000032940",3,"Rbm11"
"9278","ENSMUSG00000032965",3,"Ift57"
"9279","ENSMUSG00000032968",3,"Inha"
"9280","ENSMUSG00000033016",3,"Nfatc1"
"9281","ENSMUSG00000033029",3,"1700088E04Rik"
